timestamp,gen,forecast_da,capacity_da,forecast_rt,capacity_rt
2024-01-15 13:00:00+09:00,690.9996,730.9692685,1053.965,803.5269248,1053.965
2024-01-15 14:00:00+09:00,669.8544,702.6524137,1053.965,792.1872302,1053.965
2024-01-15 15:00:00+09:00,583.9172,611.1126486,1053.965,701.1409952,1053.965
2024-01-15 16:00:00+09:00,403.908,380.7906878,1053.965,477.3552769,1053.965
2024-01-15 17:00:00+09:00,170.0376,141.0850664,1053.965,171.3224679,1053.965
2024-01-15 18:00:00+09:00,12.1432,13.0740223,1053.965,31.146964,1053.965
2024-01-15 19:00:00+09:00,0,3.395649489,1053.965,10.78030853,1053.965
2024-01-15 20:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 21:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 22:00:00+09:00,0,0,1053.965,0,1053.965
2024-01-15 23:00:00+09:00,0,0,1053.965,0,1053.965
