b_da,q_da,b_rt,q_rt,P_da,Q_da,Q_c,z,Profit,prob
-2.0,8800.0,-8.09499999999999,5711.724475793029,-2.0,8800.0,6854.069370951689,5711.724475793029,464337.5484318978,0.00012
-2.0,8800.0,-8.09499999999999,5711.724475793029,-2.0,8800.0,7996.414266110304,5711.724475793029,464337.5484318978,8e-05
-2.0,8800.0,-39.792500000000004,6361.065548224884,-2.0,8800.0,6361.06554822484,6361.065548224884,588336.543030252,0.0054
-2.0,8800.0,-39.792500000000004,6361.065548224884,-2.0,8800.0,3816.639328934907,6361.065548224884,574617.9107591563,0.00012
-2.0,8800.0,-39.792500000000004,6361.065548224884,-2.0,8800.0,5088.852438579829,6361.065548224884,588336.543030252,0.00017999999999999998
-2.0,8800.0,-39.792500000000004,6361.065548224884,-2.0,8800.0,7633.278657869808,6361.065548224884,588336.543030252,0.00017999999999999998
-2.0,8800.0,-39.792500000000004,6361.065548224884,-2.0,8800.0,8905.491767514775,6361.065548224884,588336.543030252,0.00012
-2.0,8800.0,-78.73999999999023,6362.458770351501,-48.0,0.0,6362.458770351484,6362.458770351501,496271.7840874167,0.008100000000000001
-2.0,8800.0,-78.73999999999023,6362.458770351501,-48.0,0.0,3817.475262210921,6017.147262210939,469337.48645245284,0.00018
-2.0,8800.0,-78.73999999999023,6362.458770351501,-48.0,0.0,5089.967016281172,6362.458770351501,496271.78408741625,0.00027
-2.0,8800.0,-78.73999999999023,6362.458770351501,-48.0,0.0,7634.950524421781,6362.458770351501,496271.78408741724,0.00027
-2.0,8800.0,-78.73999999999023,6362.458770351501,-48.0,0.0,8907.442278492077,6362.458770351501,496271.78408741765,0.00018
-2.0,8800.0,-19.0,8751.39301137283,-19.0,0.0,8751.393011372886,8751.39301137283,682608.6548870829,0.0045000000000000005
-2.0,8800.0,-19.0,8751.39301137283,-19.0,0.0,5250.835806823765,8751.39301137283,657891.8360006509,0.0001
-2.0,8800.0,-19.0,8751.39301137283,-19.0,0.0,7001.114409098296,8751.39301137283,682608.6548870829,0.00015
-2.0,8800.0,-19.0,8751.39301137283,-19.0,0.0,10501.671613647462,8751.39301137283,682608.6548870828,0.00015
-2.0,8800.0,-19.0,8751.39301137283,-19.0,0.0,12251.95021592204,8751.39301137283,682608.6548870829,0.0001
-2.0,8800.0,-59.795,7205.480762530749,-0.71,8800.0,7205.4807625307,7205.480762530749,665534.7388069339,0.010800000000000004
-2.0,8800.0,-59.795,7205.480762530749,-0.71,8800.0,4323.288457518442,6522.9604575184585,651744.4160441605,0.0002400000000000001
-2.0,8800.0,-59.795,7205.480762530749,-0.71,8800.0,5764.384610024583,7205.480762530749,665534.7388069339,0.0003600000000000001
-2.0,8800.0,-59.795,7205.480762530749,-0.71,8800.0,8646.57691503684,7205.480762530749,665534.7388069339,0.0003600000000000001
-2.0,8800.0,-59.795,7205.480762530749,-0.71,8800.0,10087.67306754298,7205.480762530749,665534.7388069339,0.0002400000000000001
-2.0,8800.0,-78.7799999999926,8408.882062231485,-19.0,0.0,8408.88206223154,8408.882062231485,655892.8008540611,0.012600000000000005
-2.0,8800.0,-78.7799999999926,8408.882062231485,-19.0,0.0,5045.329237338957,7245.001237338944,565110.0965124405,0.00028000000000000014
-2.0,8800.0,-78.7799999999926,8408.882062231485,-19.0,0.0,6727.105649785232,8408.882062231483,655892.8008540568,0.0004200000000000001
-2.0,8800.0,-78.7799999999926,8408.882062231485,-19.0,0.0,10090.658474677848,8408.882062231485,655892.8008540611,0.0004200000000000001
-2.0,8800.0,-78.7799999999926,8408.882062231485,-19.0,0.0,11772.434887124155,8408.882062231485,655892.8008540611,0.00028000000000000014
-2.0,8800.0,-79.05999999999185,5710.089473619829,-48.0,0.0,5710.089473619824,5710.089473619829,445386.9789423471,0.0063
-2.0,8800.0,-79.05999999999185,5710.089473619829,-48.0,0.0,3426.053684171891,5625.725684171898,438806.60336540855,0.00014000000000000001
-2.0,8800.0,-79.05999999999185,5710.089473619829,-48.0,0.0,4568.071578895901,5710.089473619828,445386.97894234705,0.00021
-2.0,8800.0,-79.05999999999185,5710.089473619829,-48.0,0.0,6852.107368343789,5710.089473619829,445386.9789423471,0.00021
-2.0,8800.0,-79.05999999999185,5710.089473619829,-48.0,0.0,7994.125263067754,5710.089473619829,445386.9789423471,0.00014000000000000001
-2.0,8800.0,-39.792499999999436,7550.447915581494,-25.98,0.0,7550.447915581521,7550.447915581494,588934.9374153586,0.0045000000000000005
-2.0,8800.0,-39.792499999999436,7550.447915581494,-25.98,0.0,4530.268749348917,7550.447915581494,556284.9060030499,0.0001
-2.0,8800.0,-39.792499999999436,7550.447915581494,-25.98,0.0,6040.358332465243,7550.447915581494,588934.9374153586,0.00015
-2.0,8800.0,-39.792499999999436,7550.447915581494,-25.98,0.0,9060.537498697824,7550.447915581494,588934.9374153586,0.00015
-2.0,8800.0,-39.792499999999436,7550.447915581494,-25.98,0.0,10570.62708181413,7550.447915581494,588934.9374153565,0.0001
-2.0,8800.0,-39.79249999999633,8448.305200015091,-17.57,0.0,8448.305200015078,8448.305200015091,658967.8056011775,0.0045000000000000005
-2.0,8800.0,-39.79249999999633,8448.305200015091,-17.57,0.0,5068.983120009058,8448.305200015091,612026.5797925424,0.0001
-2.0,8800.0,-39.79249999999633,8448.305200015091,-17.57,0.0,6758.644160012074,8448.305200015091,658967.8056011775,0.00015
-2.0,8800.0,-39.79249999999633,8448.305200015091,-17.57,0.0,10137.966240018093,8448.305200015091,658967.8056011775,0.00015
-2.0,8800.0,-39.79249999999633,8448.305200015091,-17.57,0.0,11827.62728002111,8448.305200015091,658967.8056011775,0.0001
-2.0,8800.0,-79.05999999999261,8447.192691964887,-77.94,0.0,8447.192691964912,8447.192691964887,658881.0299732602,0.025200000000000018
-2.0,8800.0,-79.05999999999261,8447.192691964887,-77.94,0.0,5068.315615178927,7267.987615178902,566903.0339839989,0.0005600000000000004
-2.0,8800.0,-79.05999999999261,8447.192691964887,-77.94,0.0,6757.75415357193,8447.192691964887,658881.0299732623,0.0008400000000000005
-2.0,8800.0,-79.05999999999261,8447.192691964887,-77.94,0.0,10136.631230357894,8447.192691964887,658881.0299732623,0.0008400000000000005
-2.0,8800.0,-79.05999999999261,8447.192691964887,-77.94,0.0,11826.069768750876,8447.192691964887,658881.0299732623,0.0005600000000000004
-2.0,8800.0,-79.05999999999915,7202.705719105382,-48.0,0.0,7202.705719105434,7202.705719105382,561811.0460902208,0.0063
-2.0,8800.0,-79.05999999999915,7202.705719105382,-48.0,0.0,4321.623431463267,6521.295431463283,508661.043654137,0.00014000000000000001
-2.0,8800.0,-79.05999999999915,7202.705719105382,-48.0,0.0,5762.164575284307,7202.705719105382,561811.0460902208,0.00021
-2.0,8800.0,-79.05999999999915,7202.705719105382,-48.0,0.0,8643.24686292652,7202.705719105382,561811.0460902208,0.00021
-2.0,8800.0,-79.05999999999915,7202.705719105382,-48.0,0.0,10083.788006747607,7202.705719105382,561811.0460902207,0.00014000000000000001
-2.0,8800.0,-79.05999999999095,6857.358021202937,-51.27,0.0,6857.358021202963,6857.358021202937,534873.925653832,0.007200000000000001
-2.0,8800.0,-79.05999999999095,6857.358021202937,-51.27,0.0,4114.414812721803,6314.086812721818,492498.77139230474,0.00016
-2.0,8800.0,-79.05999999999095,6857.358021202937,-51.27,0.0,5485.886416962397,6857.358021202937,534873.925653832,0.00024
-2.0,8800.0,-79.05999999999095,6857.358021202937,-51.27,0.0,8228.829625443555,6857.358021202937,534873.925653832,0.00024
-2.0,8800.0,-79.05999999999095,6857.358021202937,-51.27,0.0,9600.301229684148,6857.358021202937,534873.925653832,0.00016
-2.0,8800.0,-79.05999999999277,8588.124610235165,-48.0,0.0,8588.124610235216,8588.124610235165,669873.7195983441,0.0063
-2.0,8800.0,-79.05999999999277,8588.124610235165,-48.0,0.0,5152.874766141158,7352.5467661411085,573498.6477590551,0.00014000000000000001
-2.0,8800.0,-79.05999999999277,8588.124610235165,-48.0,0.0,6870.499688188178,8588.124610235165,669873.7195983441,0.00021
-2.0,8800.0,-79.05999999999277,8588.124610235165,-48.0,0.0,10305.74953228226,8588.124610235165,669873.7195983441,0.00021
-2.0,8800.0,-79.05999999999277,8588.124610235165,-48.0,0.0,12023.374454329301,8588.124610235165,669873.7195983441,0.00014000000000000001
-2.0,8800.0,-78.78,6851.100015611879,-19.0,0.0,6851.100015611853,6851.100015611879,534385.8012177256,0.012600000000000005
-2.0,8800.0,-78.78,6851.100015611879,-19.0,0.0,4110.660009367087,6310.332009367104,492205.8967306331,0.00028000000000000014
-2.0,8800.0,-78.78,6851.100015611879,-19.0,0.0,5480.880012489459,6851.100015611879,534385.801217725,0.0004200000000000001
-2.0,8800.0,-78.78,6851.100015611879,-19.0,0.0,8221.320018734225,6851.100015611879,534385.8012177248,0.0004200000000000001
-2.0,8800.0,-78.78,6851.100015611879,-19.0,0.0,9591.540021856594,6851.100015611879,534385.801217725,0.00028000000000000014
-2.0,8800.0,-79.05999999999177,7549.521136336393,-48.0,0.0,7549.521136336378,7549.521136336393,588862.6486342386,0.0054
-2.0,8800.0,-79.05999999999177,7549.521136336393,-48.0,0.0,4529.712681801858,6729.38468180187,524892.0051805461,0.00012
-2.0,8800.0,-79.05999999999177,7549.521136336393,-48.0,0.0,6039.616909069111,7549.521136336393,588862.6486342386,0.00017999999999999998
-2.0,8800.0,-79.05999999999177,7549.521136336393,-48.0,0.0,9059.425363603654,7549.521136336393,588862.6486342386,0.00017999999999999998
-2.0,8800.0,-79.05999999999177,7549.521136336393,-48.0,0.0,10569.329590870928,7549.521136336393,588862.6486342386,0.00012
-2.0,8800.0,-39.792500000000004,8156.801074543137,-2.0,8800.0,8156.801074543153,8156.801074543137,660538.5792046932,0.0036000000000000003
-2.0,8800.0,-39.792500000000004,8156.801074543137,-2.0,8800.0,4894.080644725885,8156.801074543137,618237.2245611908,8e-05
-2.0,8800.0,-39.792500000000004,8156.801074543137,-2.0,8800.0,6525.440859634523,8156.801074543137,660538.5792046932,0.00012
-2.0,8800.0,-39.792500000000004,8156.801074543137,-2.0,8800.0,9788.161289451784,8156.801074543137,660538.5792046932,0.00012
-2.0,8800.0,-39.792500000000004,8156.801074543137,-2.0,8800.0,11419.521504360413,8156.801074543137,660538.5792046932,8e-05
-2.0,8800.0,-39.79250000000005,6303.961687190641,-2.0,8800.0,6303.961687190691,6303.961687190641,586040.5395377177,0.0036000000000000003
-2.0,8800.0,-39.79250000000005,6303.961687190641,-2.0,8800.0,3782.377012314396,6303.961687190641,573230.8294227053,8e-05
-2.0,8800.0,-39.79250000000005,6303.961687190641,-2.0,8800.0,5043.169349752557,6303.961687190641,586040.5395377177,0.00012
-2.0,8800.0,-39.79250000000005,6303.961687190641,-2.0,8800.0,7564.754024628829,6303.961687190641,586040.5395377177,0.00012
-2.0,8800.0,-39.79250000000005,6303.961687190641,-2.0,8800.0,8825.546362066967,6303.961687190641,586040.5395377177,8e-05
-2.0,8800.0,-78.77999999999942,6301.366201630542,-48.0,0.0,6301.366201630561,6301.366201630542,491506.56372718466,0.0054
-2.0,8800.0,-78.77999999999942,6301.366201630542,-48.0,0.0,3780.8197209783557,5980.491720980134,466478.3542364529,0.00012
-2.0,8800.0,-78.77999999999942,6301.366201630542,-48.0,0.0,5041.092961304449,6301.366201630542,491506.5637271848,0.00017999999999999998
-2.0,8800.0,-78.77999999999942,6301.366201630542,-48.0,0.0,7561.639441956672,6301.366201630542,491506.56372718536,0.00017999999999999998
-2.0,8800.0,-78.77999999999942,6301.366201630542,-48.0,0.0,8821.912682282784,6301.366201630542,491506.56372718536,0.00012
-2.0,8800.0,-79.05999999999467,8743.342436537085,-51.27,0.0,8743.34243653703,8743.342436537085,681980.7100498896,0.0045000000000000005
-2.0,8800.0,-79.05999999999467,8743.342436537085,-51.27,0.0,5246.005461922218,7445.677461922275,580762.8420299736,0.0001
-2.0,8800.0,-79.05999999999467,8743.342436537085,-51.27,0.0,6994.673949229625,8743.342436537085,681980.7100498897,0.00015
-2.0,8800.0,-79.05999999999467,8743.342436537085,-51.27,0.0,10492.010923844437,8743.342436537085,681980.7100498897,0.00015
-2.0,8800.0,-79.05999999999467,8743.342436537085,-51.27,0.0,12240.679411151841,8743.342436537085,681980.7100498897,0.0001
-2.0,8800.0,-77.94,8406.236001389683,-48.0,0.0,8406.236001389683,8406.236001389683,655686.4081083965,0.0045000000000000005
-2.0,8800.0,-77.94,8406.236001389683,-48.0,0.0,5043.741600833834,8406.236001389683,565056.0302090746,0.0001
-2.0,8800.0,-77.94,8406.236001389683,-48.0,0.0,6724.988801111724,8406.236001389683,655686.4081083965,0.00015
-2.0,8800.0,-77.94,8406.236001389683,-48.0,0.0,10087.48320166762,8406.236001389683,655686.4081083965,0.00015
-2.0,8800.0,-77.94,8406.236001389683,-48.0,0.0,11768.730401945557,8406.236001389683,655686.4081083965,0.0001
